Experiment,Size of the batches,Type of the shipping box,Cycle time factor,Number of the operators,Type of the quality check,Percentage of the quality check,Overshooting,Elapsed time,Used rods,Used raw bases,Used pins,Outcome - All,Outcome - OK,Outcome - NOK,Used retail boxes,Used shipper boxes,Used pallets,Reached the required amount,Difference from the required - OK,Difference from the required - All,Used electricity - T100,Used electricity - T200,Used electricity - T800,Income,Outgo,Profit,Machine T100 - Waiting for MU,Machine T100 - Processing,Machine T100 - Failed,Machine T100 - Setting up,Machine T200 - Waiting for MU,Machine T200 - Processing,Machine T200 - Failed,Machine T200 - Setting up,Machine T800 - Waiting for MU,Machine T800 - Processing,Machine T800 - Failed,Machine T800 - Setting up,Operator 01 - Waiting for job,Operator 01 - On the way,Operator 01 - Processing,Operator 01 - Repairing,Operator 01 - Setting up,Operator 01 - Inspectioning,Operator 02 - Waiting for job,Operator 02 - On the way,Operator 02 - Processing,Operator 02 - Repairing,Operator 02 - Setting up,Operator 02 - Inspectioning,Operator 03 - Waiting for job,Operator 03 - On the way,Operator 03 - Processing,Operator 03 - Repairing,Operator 03 - Setting up,Operator 03 - Inspectioning,Robot 01 - Free,Robot 01 - Moving,Robot 01 - Waiting during task,Robot 01 - Processing,Robot 01 - Exchanging,Robot 01 - Taking down,Robot 01 - Picking up,Robot 02 - Free,Robot 02 - Moving,Robot 02 - Waiting during task,Robot 02 - Processing,Robot 02 - Exchanging,Robot 02 - Taking down,Robot 02 - Picking up
Exp 1478,1,3,-0.2,1,2,0.6,0.1,16:39:48,413,1100,3300,1027,993,34,1027,35,5,99,-7,27,52.43,42.39,57.71,4909.06,7315.83,-2406.77,32861.503,22880.000,4198.497,0.000,32377.981,18496.000,2886.019,6180.000,31460.452,25183.800,3295.748,0.000,8313.527,16915.377,8189.000,5474.696,6180.000,14867.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35301.527,16426.000,0.000,0.000,0.000,4106.473,4106.000,58954.000,782.000,0.000,0.000,0.000,102.000,102.000
Exp 0942,1,2,-0.1,2,2,0.2,0.1,10:04:17,413,1100,3300,1071,973,98,1071,45,3,99,-27,71,55.41,44.80,58.41,5119.38,7546.44,-2427.06,8396.030,25740.000,2103.970,0.000,7444.003,20808.000,1807.997,6180.000,7394.775,27132.000,1713.225,0.000,15167.623,8965.098,4404.000,2830.479,1155.000,3717.800,19422.019,4823.064,3793.000,1874.517,5025.000,1302.400,0.000,0.000,0.000,0.000,0.000,0.000,10536.000,17136.000,0.000,0.000,0.000,4284.000,4284.000,34942.635,1030.365,0.000,0.000,0.000,135.000,132.000
Exp 3496,2,2,0.2,1,2,0.6,0.3,17:09:36,489,1300,3900,1267,1257,10,1267,53,4,1,257,267,77.74,62.93,84.45,6056.26,8497.38,-2441.12,20923.749,40560.000,256.251,0.000,26270.158,32832.000,207.842,2430.000,17238.953,44063.400,437.647,0.000,25954.649,9233.658,6235.000,518.093,2430.000,17368.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31332.000,20272.000,0.000,0.000,0.000,5068.000,5068.000,60229.745,1198.255,0.000,0.000,0.000,156.000,156.000
Exp 0990,1,2,-0.1,3,2,0.2,0.1,09:21:06,413,1100,3300,1074,974,100,1074,45,3,99,-26,74,55.41,44.80,58.47,5133.72,7577.11,-2443.39,5850.815,25740.000,2069.185,0.000,4910.353,20808.000,1761.647,6180.000,4841.082,27162.000,1656.918,0.000,15637.718,8006.602,3769.000,2359.079,120.000,3767.600,20334.187,3220.698,3071.000,1605.315,4635.000,793.800,27517.090,2156.108,1357.000,740.602,1425.000,464.200,7884.000,17184.000,0.000,0.000,0.000,4296.000,4296.000,32355.000,1035.000,0.000,0.000,0.000,135.000,135.000
Exp 0222,1,1,-0.1,2,2,0.2,0.1,10:04:17,413,1100,3300,1071,973,98,1071,60,3,99,-27,71,55.41,44.80,58.41,5119.38,7563.69,-2444.31,8396.030,25740.000,2103.970,0.000,7444.003,20808.000,1807.997,6180.000,7394.775,27132.000,1713.225,0.000,15167.623,8965.098,4404.000,2830.479,1155.000,3717.800,19422.019,4823.064,3793.000,1874.517,5025.000,1302.400,0.000,0.000,0.000,0.000,0.000,0.000,10536.000,17136.000,0.000,0.000,0.000,4284.000,4284.000,34507.635,1375.365,0.000,0.000,0.000,180.000,177.000
Exp 2776,2,1,0.2,1,2,0.6,0.3,17:09:36,489,1300,3900,1267,1257,10,1267,71,3,1,257,267,77.74,62.93,84.45,6056.26,8502.20,-2445.94,20923.749,40560.000,256.251,0.000,26270.158,32832.000,207.842,2430.000,17238.953,44063.400,437.647,0.000,25954.649,9233.658,6235.000,518.093,2430.000,17368.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31332.000,20272.000,0.000,0.000,0.000,5068.000,5068.000,59707.745,1612.255,0.000,0.000,0.000,210.000,210.000
Exp 1662,1,3,-0.1,2,2,0.2,0.1,10:04:17,413,1100,3300,1071,973,98,1071,36,5,99,-27,71,55.41,44.80,58.41,5119.38,7567.01,-2447.63,8396.030,25740.000,2103.970,0.000,7444.003,20808.000,1807.997,6180.000,7394.775,27132.000,1713.225,0.000,15167.623,8965.098,4404.000,2830.479,1155.000,3717.800,19422.019,4823.064,3793.000,1874.517,5025.000,1302.400,0.000,0.000,0.000,0.000,0.000,0.000,10536.000,17136.000,0.000,0.000,0.000,4284.000,4284.000,35203.635,823.365,0.000,0.000,0.000,108.000,105.000
Exp 0270,1,1,-0.1,3,2,0.2,0.1,09:21:06,413,1100,3300,1074,974,100,1074,60,3,99,-26,74,55.41,44.80,58.47,5133.72,7594.36,-2460.64,5850.815,25740.000,2069.185,0.000,4910.353,20808.000,1761.647,6180.000,4841.082,27162.000,1656.918,0.000,15637.718,8006.602,3769.000,2359.079,120.000,3767.600,20334.187,3220.698,3071.000,1605.315,4635.000,793.800,27517.090,2156.108,1357.000,740.602,1425.000,464.200,7884.000,17184.000,0.000,0.000,0.000,4296.000,4296.000,31920.000,1380.000,0.000,0.000,0.000,180.000,180.000
Exp 4216,2,3,0.2,1,2,0.6,0.3,17:09:36,489,1300,3900,1267,1257,10,1267,43,6,1,257,267,77.74,62.93,84.45,6056.26,8516.95,-2460.69,20923.749,40560.000,256.251,0.000,26270.158,32832.000,207.842,2430.000,17238.953,44063.400,437.647,0.000,25954.649,9233.658,6235.000,518.093,2430.000,17368.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31332.000,20272.000,0.000,0.000,0.000,5068.000,5068.000,60519.745,968.255,0.000,0.000,0.000,126.000,126.000
Exp 1710,1,3,-0.1,3,2,0.2,0.1,09:21:06,413,1100,3300,1074,974,100,1074,36,5,99,-26,74,55.41,44.80,58.47,5133.72,7597.68,-2463.96,5850.815,25740.000,2069.185,0.000,4910.353,20808.000,1761.647,6180.000,4841.082,27162.000,1656.918,0.000,15637.718,8006.602,3769.000,2359.079,120.000,3767.600,20334.187,3220.698,3071.000,1605.315,4635.000,793.800,27517.090,2156.108,1357.000,740.602,1425.000,464.200,7884.000,17184.000,0.000,0.000,0.000,4296.000,4296.000,32616.000,828.000,0.000,0.000,0.000,108.000,108.000
Exp 3082,2,2,-0.1,2,1,0.4,0.1,08:54:11,414,1100,3300,1055,972,83,1055,44,3,99,-28,55,55.41,44.92,60.63,5042.90,7531.80,-2488.90,4246.813,25740.000,2053.187,0.000,7425.637,20865.600,1693.763,2055.000,2175.461,28164.000,1700.539,0.000,19078.688,5785.193,3399.000,3462.119,315.000,0.000,25101.309,2072.404,1859.000,1267.287,1740.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6720.000,16880.000,0.000,0.000,0.000,4220.000,4220.000,30765.679,1010.321,0.000,0.000,0.000,132.000,132.000
Exp 0899,1,2,-0.1,1,2,0.4,0.2,17:08:29,450,1200,3600,1154,1089,65,1154,49,4,1,89,154,60.45,48.82,65.31,5516.12,8015.59,-2499.47,30243.997,28080.000,3356.003,0.000,30096.133,22680.000,2168.867,6735.000,28528.917,30338.100,2812.983,0.000,11851.308,18420.655,8934.000,5025.838,6735.000,10713.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33984.000,18464.000,0.000,0.000,0.000,4616.000,4616.000,60278.633,1112.000,0.000,0.000,0.000,145.367,144.000
Exp 0179,1,1,-0.1,1,2,0.4,0.2,17:08:29,450,1200,3600,1154,1089,65,1154,65,3,1,89,154,60.45,48.82,65.31,5516.12,8017.87,-2501.75,30243.997,28080.000,3356.003,0.000,30096.133,22680.000,2168.867,6735.000,28528.917,30338.100,2812.983,0.000,11851.308,18420.655,8934.000,5025.838,6735.000,10713.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33984.000,18464.000,0.000,0.000,0.000,4616.000,4616.000,59814.633,1480.000,0.000,0.000,0.000,193.367,192.000
Exp 1619,1,3,-0.1,1,2,0.4,0.2,17:08:29,450,1200,3600,1154,1089,65,1154,39,5,1,89,154,60.45,48.82,65.31,5516.12,8018.80,-2502.68,30243.997,28080.000,3356.003,0.000,30096.133,22680.000,2168.867,6735.000,28528.917,30338.100,2812.983,0.000,11851.308,18420.655,8934.000,5025.838,6735.000,10713.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33984.000,18464.000,0.000,0.000,0.000,4616.000,4616.000,60568.633,882.000,0.000,0.000,0.000,115.367,114.000
Exp 3214,2,2,0.0,1,2,1.0,0.1,17:16:38,414,1100,3300,1046,1046,0,1046,44,3,1,46,46,57.60,46.69,65.39,4999.88,7505.65,-2505.77,30646.286,28600.000,2913.714,0.000,35127.363,23184.000,1793.637,2055.000,26572.533,32469.000,3118.467,0.000,17425.151,8347.187,5282.000,3896.261,2055.000,25154.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37056.000,16736.000,0.000,0.000,0.000,4184.000,4184.000,60912.120,989.880,0.000,0.000,0.000,129.000,129.000
Exp 2362,2,1,-0.1,2,1,0.4,0.1,08:54:11,414,1100,3300,1055,972,83,1055,59,3,99,-28,55,55.41,44.92,60.63,5042.90,7549.17,-2506.27,4246.813,25740.000,2053.187,0.000,7425.637,20865.600,1693.763,2055.000,2175.461,28164.000,1700.539,0.000,19078.688,5785.193,3399.000,3462.119,315.000,0.000,25101.309,2072.404,1859.000,1267.287,1740.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6720.000,16880.000,0.000,0.000,0.000,4220.000,4220.000,30330.679,1355.321,0.000,0.000,0.000,177.000,177.000
Exp 3802,2,3,-0.1,2,1,0.4,0.1,08:54:11,414,1100,3300,1055,972,83,1055,36,5,99,-28,55,55.41,44.92,60.63,5042.90,7554.00,-2511.10,4246.813,25740.000,2053.187,0.000,7425.637,20865.600,1693.763,2055.000,2175.461,28164.000,1700.539,0.000,19078.688,5785.193,3399.000,3462.119,315.000,0.000,25101.309,2072.404,1859.000,1267.287,1740.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6720.000,16880.000,0.000,0.000,0.000,4220.000,4220.000,30997.679,826.321,0.000,0.000,0.000,108.000,108.000
Exp 5402,3,2,0.0,2,2,0.0,0.1,09:22:16,415,1100,3300,1080,972,108,1080,45,3,99,-28,80,57.60,46.72,58.73,5162.40,7680.54,-2518.14,3478.727,28600.000,1641.273,0.000,7888.614,23200.000,1401.386,1230.000,3084.619,29160.000,1475.381,0.000,22580.032,4508.743,3375.000,3181.225,75.000,0.000,29170.439,1355.525,1324.000,715.036,1155.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7800.000,17280.000,0.000,0.000,0.000,4320.000,4320.000,32421.649,1031.000,0.000,0.000,0.000,135.000,132.351
Exp 2494,2,1,0.0,1,2,1.0,0.1,17:16:38,414,1100,3300,1046,1046,0,1046,59,3,1,46,46,57.60,46.69,65.39,4999.88,7523.02,-2523.14,30646.286,28600.000,2913.714,0.000,35127.363,23184.000,1793.637,2055.000,26572.533,32469.000,3118.467,0.000,17425.151,8347.187,5282.000,3896.261,2055.000,25154.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37056.000,16736.000,0.000,0.000,0.000,4184.000,4184.000,60477.120,1334.880,0.000,0.000,0.000,174.000,174.000
Exp 3934,2,3,0.0,1,2,1.0,0.1,17:16:38,414,1100,3300,1046,1046,0,1046,35,5,1,46,46,57.60,46.69,65.39,4999.88,7526.13,-2526.25,30646.286,28600.000,2913.714,0.000,35127.363,23184.000,1793.637,2055.000,26572.533,32469.000,3118.467,0.000,17425.151,8347.187,5282.000,3896.261,2055.000,25154.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37056.000,16736.000,0.000,0.000,0.000,4184.000,4184.000,61173.120,782.880,0.000,0.000,0.000,102.000,102.000
Exp 4682,3,1,0.0,2,2,0.0,0.1,09:22:16,415,1100,3300,1080,972,108,1080,60,3,99,-28,80,57.60,46.72,58.73,5162.40,7697.79,-2535.39,3478.727,28600.000,1641.273,0.000,7888.614,23200.000,1401.386,1230.000,3084.619,29160.000,1475.381,0.000,22580.032,4508.743,3375.000,3181.225,75.000,0.000,29170.439,1355.525,1324.000,715.036,1155.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7800.000,17280.000,0.000,0.000,0.000,4320.000,4320.000,31986.649,1376.000,0.000,0.000,0.000,180.000,177.351
Exp 6122,3,3,0.0,2,2,0.0,0.1,09:22:16,415,1100,3300,1080,972,108,1080,36,5,99,-28,80,57.60,46.72,58.73,5162.40,7701.11,-2538.71,3478.727,28600.000,1641.273,0.000,7888.614,23200.000,1401.386,1230.000,3084.619,29160.000,1475.381,0.000,22580.032,4508.743,3375.000,3181.225,75.000,0.000,29170.439,1355.525,1324.000,715.036,1155.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7800.000,17280.000,0.000,0.000,0.000,4320.000,4320.000,32682.649,824.000,0.000,0.000,0.000,108.000,105.351
Exp 1046,1,2,0.0,1,2,0.6,0.1,17:16:19,413,1100,3300,1040,1024,16,1040,44,3,1,24,40,57.60,46.56,63.07,4971.20,7521.46,-2550.26,30866.414,28600.000,2693.586,0.000,30960.016,23120.000,1899.984,6180.000,28561.404,31317.000,2281.596,0.000,12489.075,16650.263,8197.000,3896.261,6180.000,14747.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37200.000,16640.000,0.000,0.000,0.000,4160.000,4160.000,60893.474,1005.526,0.000,0.000,0.000,132.000,129.000
Exp 5174,3,2,-0.2,3,2,0.6,0.1,08:05:28,415,1100,3300,1004,972,32,1004,42,3,99,-28,4,52.43,42.53,57.22,4799.12,7357.33,-2558.21,3952.452,22880.000,2267.548,0.000,7353.759,18560.000,1956.241,1230.000,2178.734,24966.600,1954.666,0.000,11631.189,3100.661,1998.000,2289.950,15.000,10065.200,18010.150,2188.479,1826.000,2136.771,915.000,4023.600,24979.543,1195.110,875.000,1001.747,300.000,748.600,5004.000,16064.000,0.000,0.000,0.000,4016.000,4016.000,27900.168,951.000,0.000,0.000,0.000,125.832,123.000
Exp 0326,1,1,0.0,1,2,0.6,0.1,17:16:19,413,1100,3300,1040,1024,16,1040,58,3,1,24,40,57.60,46.56,63.07,4971.20,7537.32,-2566.12,30866.414,28600.000,2693.586,0.000,30960.016,23120.000,1899.984,6180.000,28561.404,31317.000,2281.596,0.000,12489.075,16650.263,8197.000,3896.261,6180.000,14747.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37200.000,16640.000,0.000,0.000,0.000,4160.000,4160.000,60487.474,1327.526,0.000,0.000,0.000,174.000,171.000
Exp 0896,1,2,-0.1,1,2,0.2,0.3,17:06:25,488,1300,3900,1270,1163,107,1270,53,4,1,163,270,65.49,52.93,69.42,6070.60,8636.88,-2566.28,27506.165,30420.000,3633.835,0.000,26777.108,24588.000,2889.892,7305.000,26434.031,32244.900,2881.069,0.000,13193.050,19908.054,9682.000,5630.696,7305.000,5841.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31080.000,20320.000,0.000,0.000,0.000,5080.000,5080.000,60038.396,1206.604,0.000,0.000,0.000,159.000,156.000
Exp 1766,1,3,0.0,1,2,0.6,0.1,17:16:19,413,1100,3300,1040,1024,16,1040,35,5,1,24,40,57.60,46.56,63.07,4971.20,7541.94,-2570.74,30866.414,28600.000,2693.586,0.000,30960.016,23120.000,1899.984,6180.000,28561.404,31317.000,2281.596,0.000,12489.075,16650.263,8197.000,3896.261,6180.000,14747.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37200.000,16640.000,0.000,0.000,0.000,4160.000,4160.000,61154.474,798.526,0.000,0.000,0.000,105.000,102.000
Exp 0176,1,1,-0.1,1,2,0.2,0.3,17:06:25,488,1300,3900,1270,1163,107,1270,71,3,1,163,270,65.49,52.93,69.42,6070.60,8641.70,-2571.10,27506.165,30420.000,3633.835,0.000,26777.108,24588.000,2889.892,7305.000,26434.031,32244.900,2881.069,0.000,13193.050,19908.054,9682.000,5630.696,7305.000,5841.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31080.000,20320.000,0.000,0.000,0.000,5080.000,5080.000,59516.396,1620.604,0.000,0.000,0.000,213.000,210.000
Exp 5653,3,2,0.2,1,2,0.6,0.0,13:01:39,375,1000,3000,979,968,11,979,41,3,99,-32,-21,59.80,48.30,65.06,4679.62,7253.69,-2574.07,15603.289,31200.000,56.711,0.000,20372.297,25200.000,177.703,1110.000,12591.014,33946.800,322.186,0.000,22356.207,5254.096,4257.000,357.097,1110.000,13525.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23364.227,15663.773,0.000,0.000,0.000,3916.000,3916.000,45700.000,920.000,0.000,0.000,0.000,120.000,120.000
Exp 4454,3,1,-0.2,3,2,0.6,0.1,08:05:28,415,1100,3300,1004,972,32,1004,56,3,99,-28,4,52.43,42.53,57.22,4799.12,7373.43,-2574.31,3952.452,22880.000,2267.548,0.000,7353.759,18560.000,1956.241,1230.000,2178.734,24966.600,1954.666,0.000,11631.189,3100.661,1998.000,2289.950,15.000,10065.200,18010.150,2188.479,1826.000,2136.771,915.000,4023.600,24979.543,1195.110,875.000,1001.747,300.000,748.600,5004.000,16064.000,0.000,0.000,0.000,4016.000,4016.000,27494.168,1273.000,0.000,0.000,0.000,167.832,165.000
Exp 5894,3,3,-0.2,3,2,0.6,0.1,08:05:28,415,1100,3300,1004,972,32,1004,34,5,99,-28,4,52.43,42.53,57.22,4799.12,7379.35,-2580.23,3952.452,22880.000,2267.548,0.000,7353.759,18560.000,1956.241,1230.000,2178.734,24966.600,1954.666,0.000,11631.189,3100.661,1998.000,2289.950,15.000,10065.200,18010.150,2188.479,1826.000,2136.771,915.000,4023.600,24979.543,1195.110,875.000,1001.747,300.000,748.600,5004.000,16064.000,0.000,0.000,0.000,4016.000,4016.000,28132.168,767.000,0.000,0.000,0.000,101.832,99.000
Exp 0934,1,2,-0.1,2,1,1.0,0.1,10:04:10,413,1100,3300,971,971,0,971,41,3,99,-29,-29,55.41,44.80,65.22,4641.38,7225.26,-2583.88,8389.824,25740.000,2110.176,0.000,7485.231,20808.000,1766.769,6180.000,4274.635,30295.800,1669.565,0.000,18565.558,9059.885,4252.000,3687.557,675.000,0.000,21282.646,4497.915,3937.000,1017.439,5505.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12936.000,15536.000,0.000,0.000,0.000,3884.000,3884.000,35051.627,942.373,0.000,0.000,0.000,123.000,123.000
Exp 1616,1,3,-0.1,1,2,0.2,0.3,17:06:25,488,1300,3900,1270,1163,107,1270,43,6,1,163,270,65.49,52.93,69.42,6070.60,8656.45,-2585.85,27506.165,30420.000,3633.835,0.000,26777.108,24588.000,2889.892,7305.000,26434.031,32244.900,2881.069,0.000,13193.050,19908.054,9682.000,5630.696,7305.000,5841.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31080.000,20320.000,0.000,0.000,0.000,5080.000,5080.000,60328.396,976.604,0.000,0.000,0.000,129.000,126.000
Exp 4933,3,1,0.2,1,2,0.6,0.0,13:01:39,375,1000,3000,979,968,11,979,55,3,99,-32,-21,59.80,48.30,65.06,4679.62,7269.91,-2590.29,15603.289,31200.000,56.711,0.000,20372.297,25200.000,177.703,1110.000,12591.014,33946.800,322.186,0.000,22356.207,5254.096,4257.000,357.097,1110.000,13525.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23364.227,15663.773,0.000,0.000,0.000,3916.000,3916.000,45294.000,1242.000,0.000,0.000,0.000,162.000,162.000
Exp 6373,3,3,0.2,1,2,0.6,0.0,13:01:39,375,1000,3000,979,968,11,979,33,5,99,-32,-21,59.80,48.30,65.06,4679.62,7275.62,-2596.00,15603.289,31200.000,56.711,0.000,20372.297,25200.000,177.703,1110.000,12591.014,33946.800,322.186,0.000,22356.207,5254.096,4257.000,357.097,1110.000,13525.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23364.227,15663.773,0.000,0.000,0.000,3916.000,3916.000,45932.000,736.000,0.000,0.000,0.000,96.000,96.000
Exp 0214,1,1,-0.1,2,1,1.0,0.1,10:04:10,413,1100,3300,971,971,0,971,54,3,99,-29,-29,55.41,44.80,65.22,4641.38,7239.97,-2598.59,8389.824,25740.000,2110.176,0.000,7485.231,20808.000,1766.769,6180.000,4274.635,30295.800,1669.565,0.000,18565.558,9059.885,4252.000,3687.557,675.000,0.000,21282.646,4497.915,3937.000,1017.439,5505.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12936.000,15536.000,0.000,0.000,0.000,3884.000,3884.000,34674.627,1241.373,0.000,0.000,0.000,162.000,162.000
Exp 1654,1,3,-0.1,2,1,1.0,0.1,10:04:10,413,1100,3300,971,971,0,971,33,5,99,-29,-29,55.41,44.80,65.22,4641.38,7247.19,-2605.81,8389.824,25740.000,2110.176,0.000,7485.231,20808.000,1766.769,6180.000,4274.635,30295.800,1669.565,0.000,18565.558,9059.885,4252.000,3687.557,675.000,0.000,21282.646,4497.915,3937.000,1017.439,5505.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12936.000,15536.000,0.000,0.000,0.000,3884.000,3884.000,35283.627,758.373,0.000,0.000,0.000,99.000,99.000
Exp 0802,1,2,-0.2,2,2,0.4,0.1,09:52:43,413,1100,3300,1038,971,67,1038,44,3,99,-29,38,52.43,42.39,56.39,4961.64,7571.53,-2609.89,10078.782,22880.000,2561.218,0.000,8738.899,18496.000,2105.101,6180.000,8737.763,24606.600,2175.637,0.000,10838.172,8680.714,4319.000,3196.714,1740.000,6745.400,15862.646,5923.972,3886.000,2277.982,4440.000,3129.400,0.000,0.000,0.000,0.000,0.000,0.000,10612.929,16605.071,0.000,0.000,0.000,4152.000,4150.000,34273.000,989.000,0.000,0.000,0.000,129.000,129.000
Exp 5382,3,2,0.0,2,1,0.2,0.1,09:23:51,415,1100,3300,1062,971,91,1062,45,3,99,-29,62,57.60,46.72,60.16,5076.36,7691.16,-2614.80,3537.339,28600.000,1642.661,0.000,8031.780,23200.000,1318.220,1230.000,2433.675,29874.000,1472.325,0.000,22668.603,4519.403,3378.000,3153.995,60.000,0.000,29111.405,1435.328,1321.000,742.267,1170.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8304.920,16983.080,0.000,0.000,0.000,4246.000,4246.000,32504.000,1012.000,0.000,0.000,0.000,132.000,132.000
Exp 3134,2,2,-0.1,3,1,0.6,0.1,09:04:16,414,1100,3300,1032,972,60,1032,43,3,99,-28,32,55.41,44.92,62.19,4932.96,7551.20,-2618.24,4920.894,25740.000,1979.106,0.000,8054.368,20865.600,1665.032,2055.000,2133.976,28890.000,1616.024,0.000,20700.011,5492.005,3216.000,3231.984,0.000,0.000,26610.579,1593.684,1586.000,1244.737,1605.000,0.000,30992.633,488.681,456.000,252.685,450.000,0.000,7872.000,16512.000,0.000,0.000,0.000,4128.000,4128.000,31399.666,985.000,0.000,0.000,0.000,129.000,126.334
Exp 0082,1,1,-0.2,2,2,0.4,0.1,09:52:43,413,1100,3300,1038,971,67,1038,58,3,99,-29,38,52.43,42.39,56.39,4961.64,7587.39,-2625.75,10078.782,22880.000,2561.218,0.000,8738.899,18496.000,2105.101,6180.000,8737.763,24606.600,2175.637,0.000,10838.172,8680.714,4319.000,3196.714,1740.000,6745.400,15862.646,5923.972,3886.000,2277.982,4440.000,3129.400,0.000,0.000,0.000,0.000,0.000,0.000,10612.929,16605.071,0.000,0.000,0.000,4152.000,4150.000,33867.000,1311.000,0.000,0.000,0.000,171.000,171.000
Exp 1522,1,3,-0.2,2,2,0.4,0.1,09:52:37,413,1100,3300,1038,971,67,1038,35,5,99,-29,38,52.43,42.39,56.39,4961.64,7591.96,-2630.32,10078.782,22880.000,2561.218,0.000,8738.899,18496.000,2105.101,6180.000,8737.763,24606.600,2175.637,0.000,10838.172,8680.714,4319.000,3196.714,1740.000,6745.400,15862.646,5923.972,3886.000,2277.982,4440.000,3129.400,0.000,0.000,0.000,0.000,0.000,0.000,10608.000,16608.000,0.000,0.000,0.000,4152.000,4152.000,34532.929,783.071,0.000,0.000,0.000,102.000,102.000
Exp 4662,3,1,0.0,2,1,0.2,0.1,09:23:51,415,1100,3300,1062,971,91,1062,59,3,99,-29,62,57.60,46.72,60.16,5076.36,7706.90,-2630.54,3537.339,28600.000,1642.661,0.000,8031.780,23200.000,1318.220,1230.000,2433.675,29874.000,1472.325,0.000,22668.603,4519.403,3378.000,3153.995,60.000,0.000,29111.405,1435.328,1321.000,742.267,1170.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8304.920,16983.080,0.000,0.000,0.000,4246.000,4246.000,32098.000,1334.000,0.000,0.000,0.000,174.000,174.000
Exp 6102,3,3,0.0,2,1,0.2,0.1,09:23:51,415,1100,3300,1062,971,91,1062,36,5,99,-29,62,57.60,46.72,60.16,5076.36,7711.73,-2635.37,3537.339,28600.000,1642.661,0.000,8031.780,23200.000,1318.220,1230.000,2433.675,29874.000,1472.325,0.000,22668.603,4519.403,3378.000,3153.995,60.000,0.000,29111.405,1435.328,1321.000,742.267,1170.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8304.920,16983.080,0.000,0.000,0.000,4246.000,4246.000,32765.000,805.000,0.000,0.000,0.000,105.000,105.000
Exp 2414,2,1,-0.1,3,1,0.6,0.1,09:04:16,414,1100,3300,1032,972,60,1032,58,3,99,-28,32,55.41,44.92,62.19,4932.96,7568.69,-2635.73,4920.894,25740.000,1979.106,0.000,8054.368,20865.600,1665.032,2055.000,2133.976,28890.000,1616.024,0.000,20700.011,5492.005,3216.000,3231.984,0.000,0.000,26610.579,1593.684,1586.000,1244.737,1605.000,0.000,30992.633,488.681,456.000,252.685,450.000,0.000,7872.000,16512.000,0.000,0.000,0.000,4128.000,4128.000,30964.666,1330.000,0.000,0.000,0.000,174.000,171.334
